survey_id,survey_name,survey_type_name,agency_name,agency_id,ministry_id,start_date,end_date,duration_day,closed,close_year,answer_count,view_count,question_count,n_invited,affects_prachachon,affected_person,tags,isconclude,law_group_id,url
322,การแก้ไขเพิ่มเติม พ.ร.บ. หลักทรัพย์และตลาดหลักทรัพย์ พ.ศ. 2535  พ.ร.บ. สัญญาซื้อขายล่วงหน้า พ.ศ. 2546 พ.ร.บ. ทรัสต์เพื่อธุรกรรมในตลาดทุน พ.ศ. 2550 และ พ.ร.ก. การประกอบธุรกิจสินทรัพย์ดิจิทัล พ.ศ. 2561  (ชุดส่งเสริมตลาดทุนดิจิทัลและเพิ่มประสิทธิภาพการกำกับดูแลตลาดทุน),ร่างกฎหมาย,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,236,23,2021-06-24,2021-08-22,58,1,2021,5,681,1,0,0,,,P,19,https://law.go.th/listeningDetail?survey_id=322
323,การรับฟังความคิดเห็นเพื่อประกอบการประเมินผลสัมฤทธิ์พระราชบัญญัติการประกอบธุรกิจของคนต่างด้าว พ.ศ. 2542 ประจำปี 2564,ประเมินผลสัมฤทธิ์,กรมพัฒนาธุรกิจการค้า,169,25,2021-06-30,2021-07-29,29,1,2021,10,1054,1,0,0,,,P,"6,20",https://law.go.th/listeningDetail?survey_id=323
326,การเพิ่มเติมหลักการของร่างกฎหมายว่าด้วยการดำเนินงานขององค์กรที่ไม่แสวงหารายได้หรือกำไรมาแบ่งปันกันตามที่สำนักงาน ปปง. เสนอ,หลักการ,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-07-01,2021-07-31,30,1,2021,14038,1734,1,0,0,,"ngo,องค์กรอิสระ",D,"25,31,35,3",https://law.go.th/listeningDetail?survey_id=326
327,รับฟังความคิดเห็นร่างกฎกระทรวงที่ผ่านการพิจารณาของ คกก วิธีปฏิบัติราชการทางปกครองแล้ว,ร่างกฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-07-05,2021-07-19,13,1,2021,2,604,2,0,0,,,O,3,https://law.go.th/listeningDetail?survey_id=327
331,แบบสำรวจความคิดเห็น เรื่อง แก้ไขเพิ่มเติมพระราชบัญญัติหลักทรัพย์และตลาดหลักทรัพย์ พ.ศ. 2535  ในส่วนว่าด้วยการกำกับหลักทรัพย์และตลาดหลักทรัพย์,ร่างกฎหมาย,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,236,23,2021-07-19,2021-09-16,59,1,2021,9,831,1,0,0,,,P,19,https://law.go.th/listeningDetail?survey_id=331
346,การรับฟังความคิดเห็นเพื่อประกอบการประเมินผลสัมฤทธิ์พระราชบัญญัติคณะกรรมการกฤษฎีกา พ.ศ. ๒๕๒๒,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-08-01,2021-10-30,91,1,2021,14,963,5,1,1,"กรรมการกฤษฎีกา,กรรมการพัฒนากฎหมาย,ประชาชน,หน่วยงานของรัฐ,บุคลากรของสำนักงานคณะกรรมการกฤษฎีกา,กรรมการในคณะกรรมการอื่น ๆ ซึ่งมีกฎหมายหรือคำสั่งมอบหมายให้สำนักงานคณะกรรมการกฤษฎีกาปฏิบัติหน้าที่เป็นหน่วยธุรการ","คณะกรรมการกฤษฎีกา,คณะกรรมการพัฒนากฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา",P,5,https://law.go.th/listeningDetail?survey_id=346
352,การรับฟังความคิดเห็นประกอบร่างพระราชบัญญัติการปฏิรูปที่ดินและคุ้มครองพื้นที่เกษตรกรรม พ.ศ. .... ครั้งที่ 1,ร่างกฎหมาย,สำนักงานการปฏิรูปที่ดินเพื่อเกษตรกรรม,397,18,2021-08-15,2021-08-30,16,1,2021,256,4290,1,0,0,,"การปฏิรูปที่ดิน,การปฏิรูปที่ดินเพื่อเกษตรกรรม,สปก.",P,15,https://law.go.th/listeningDetail?survey_id=352
353,การรับฟังประเมินผลสัมฤทธิ์เกี่ยวกับกฎหมาย,ประเมินผลสัมฤทธิ์,กรมสอบสวนคดีพิเศษ,469,6,2021-08-18,2021-09-01,15,1,2021,4,423,1,1,0,ผู้กู้,"ดอกเบี้ยเกินอัตรา ,กู้ยืม",D,20,https://law.go.th/listeningDetail?survey_id=353
354,แบบรับฟังความคิดเห็นเพื่อประเมินผลสัมฤทธิ์ของพระราชบัญญัติกองทุนการออมแห่งชาติ พ.ศ. ๒๕๕๔,ประเมินผลสัมฤทธิ์,กองทุนการออมแห่งชาติ,806,16,2021-08-31,2021-09-29,30,1,2021,13,440,2,0,0,,,P,2,https://law.go.th/listeningDetail?survey_id=354
358,การรับฟังความคิดเห็นต่อหลักการของร่างพระราชบัญญัติว่าด้วยการเวนคืนและการได้มาซึ่งอสังหาริมทรัพย์ (ฉบับที่ ..) พ.ศ. .... ครั้งที่ 1,หลักการ,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-08-31,2021-09-14,15,1,2021,22,506,1,0,1,"ส่วนราชการ ,องค์กรปกครองส่วนท้องถิ่น ,รัฐวิสาหกิจ,ประชาชนผู้ถูกเวนคืน",เวนคืน,O,"15,16",https://law.go.th/listeningDetail?survey_id=358
359,การประเมินผลสัมฤทธิ์ของพระราชบัญญัติป้องกันและปราบปรามการค้าประเวณี พ.ศ. ๒๕๓๙ (สำหรับประชาชนทั่วไป),ประเมินผลสัมฤทธิ์,กรมกิจการสตรีและสถาบันครอบครัว,244,8,2021-09-05,2021-10-04,30,1,2021,816,8384,1,3,0,"ผู้ค้าประเวณี,ผู้ซื้อประเวณีเด็ก,ผู้ที่มีส่วนเกี่ยวข้องกับการค้าประเวณี,ผู้ที่มีส่วนรู้เห็นเป็นใจให้มีการค้าประเวณี,ผู้บังคับใช้กฎหมาย","ประเมินผลสัมฤทธิ์กฎหมาย ,การค้าประเวณี   ,กรมกิจการสตรีและสถาบันครอบครัว,ป้องกันและปราบปราม",P,32,https://law.go.th/listeningDetail?survey_id=359
361,รับฟังความคิดเห็น,ร่างกฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-09-02,2021-09-23,22,1,2021,3,161,1,0,0,,,O,30,https://law.go.th/listeningDetail?survey_id=361
362,การประเมินผลสัมฤทธิ์ของพระราชบัญญัติป้องกันและปราบปรามการค้าประเวณี พ.ศ. ๒๕๓๙ (สำหรับผู้ปฏิบัติงานที่เกี่ยวข้อง),ประเมินผลสัมฤทธิ์,กรมกิจการสตรีและสถาบันครอบครัว,244,8,2021-09-05,2021-10-04,30,1,2021,69,1347,1,3,0,"ผู้ค้าประเวณี,ผู้ซื้อประเวณีเด็ก,ผู้ที่มีส่วนเกี่ยวข้องกับการค้าประเวณี,ผู้ที่มีส่วนรู้เห็นเป็นใจให้มีการค้าประเวณี,ผู้บังคับใช้กฎหมาย","ประเมินผลสัมฤทธิ์กฎหมาย,การค้าประเวณี,กรมกิจการสตรีและสถาบันครอบครัว,ป้องกันและปราบปราม",P,32,https://law.go.th/listeningDetail?survey_id=362
364,ร่างพระราชบัญญัติล้มละลาท (ฉบับที่ ..) พ.ศ. ....,ร่างกฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-09-08,2021-09-19,13,1,2021,2,245,1,0,0,"เจ้าหนี้,ลูกหนี้,วิสาหกิจขนาดกลางและขนาดย่อม,SME","ล้มละลาย,ฟื้นฟูกิจการ,เจ้าหนี้,ลูกหนี้",O,"20,27",https://law.go.th/listeningDetail?survey_id=364
368,ร่างพระราชบัญญัติเวนคืนอสังหาริมทรัพย์  เพื่อสร้างกิจการรถไฟฟ้าโครงการรถไฟฟ้าสายสีเหลือง ช่วงลาดพร้าว – สำโรง  ในท้องที่เขตวังทองหลาง เขตบางกะปิ เขตสวนหลวง เขตประเวศ เขตบางนา กรุงเทพมหานคร  และอำเภอบางพลี อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ พ.ศ. ....,ร่างกฎหมาย,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,369,21,2021-09-16,2021-09-30,15,1,2021,0,255,1,1,0,,,P,"4,15",https://law.go.th/listeningDetail?survey_id=368
369,การรับฟังความคิดเห็นต่อร่างพระราชบัญญัติการขนส่งทางบก (ฉบับที่ ..) พ.ศ. ....,ร่างกฎหมาย,กรมการขนส่งทางบก,103,21,2021-09-14,2021-09-28,16,1,2021,2,174,1,1,0,,,P,4,https://law.go.th/listeningDetail?survey_id=369
370,การรับฟังความคิดเห็นต่อร่างพระราชบัญญัติรถยนต์ (ฉบับที่ ..) พ.ศ. ....,ร่างกฎหมาย,กรมการขนส่งทางบก,103,21,2021-09-14,2021-09-28,16,1,2021,4,215,1,1,0,,,P,4,https://law.go.th/listeningDetail?survey_id=370
373,"การรับฟังความคิดเห็นเกี่ยวกับการจัดทำร่าง ""กฏ""",ร่างกฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-09-15,2021-09-29,15,1,2021,3,206,1,0,0,,,O,5,https://law.go.th/listeningDetail?survey_id=373
374,ร่างพระราชบัญญัติกำหนดภาระในอสังหาริมทรัพย์ เพื่อกิจการขนส่งมวลชน โครงการรถไฟฟ้าสายสีเหลือง ช่วงลาดพร้าว – สำโรง  ในท้องที่เขตประเวศ กรุงเทพมหานคร พ.ศ. ....,ร่างกฎหมาย,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,369,21,2021-09-17,2021-09-30,15,1,2021,0,211,1,0,0,,,P,"4,15",https://law.go.th/listeningDetail?survey_id=374
376,รับฟังร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. .... (เพิ่มมาตรา ๑๗๒/๑),ร่างกฎหมาย,สำนักงานศาลยุติธรรม,274,23,2021-09-20,2021-10-04,15,1,2021,1,86,1,4,0,ประชาขนผู้มีอรรถคดี พนักงานอัยการ ทนายความ เจ้าหน้าที่ราชทัณฑ์ และข้าราชการฝ่ายตุลาการศาลยุติธรรม,"สืบพยานในคดีอาญา,การประชุมทางจอภาพ",C,27,https://law.go.th/listeningDetail?survey_id=376
380,การรับฟังประชาพิจารณ์ พระราชบัญญัติวิชาชีพรังสีเทคนิค พ.ศ. ....,ร่างกฎหมาย,กรมสนับสนุนบริการสุขภาพ,101,19,2021-09-22,2021-10-06,16,1,2021,1,400,1,0,0,,,C,34,https://law.go.th/listeningDetail?survey_id=380
385,การรับฟังความคิดเห็นต่อร่างพระราชบัญญัติเวนคืนอสังหาริมทรัพย์เพื่อสร้างกิจการรถไฟฟ้าโครงการรถไฟฟ้าสายสีชมพู ช่วงแคราย – มีนบุรี ในท้องที่อำเภอเมืองนนทบุรี อำเภอปากเกร็ด จังหวัดนนทบุรี และเขตหลักสี่ เขตบางเขน เขตคันนายาว เขตมีนบุรี กรุงเทพมหานคร พ.ศ. ...,ร่างกฎหมาย,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,369,21,2021-09-30,2021-10-14,15,1,2021,8,651,1,1,0,,,P,"4,15",https://law.go.th/listeningDetail?survey_id=385
387,การรับฟังความคิดเห็นต่อร่างพระราชบัญญัติกำหนดภาระในอสังหาริมทรัพย์เพื่อกิจการขนส่งมวลชน โครงการรถไฟฟ้าสายสีชมพู ช่วงแคราย – มีนบุรี ในท้องที่เขตบางเขน พ.ศ. ...,ร่างกฎหมาย,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,369,21,2021-09-30,2021-10-14,15,1,2021,2,321,1,1,0,,,P,"15,4",https://law.go.th/listeningDetail?survey_id=387
392,การรับฟังประชาพิจารณ์ ร่างกฎกระทรวงการอนุญาตโฆษณาเกี่ยวกับการบำบัดรักษา หรือการฟื้นฟูสมรรถภาพผู้ติดยาเสพติด พ.ศ. ....,ร่างกฎหมาย,กรมสนับสนุนบริการสุขภาพ,101,19,2021-09-22,2021-10-06,15,1,2021,0,333,1,0,0,,,C,34,https://law.go.th/listeningDetail?survey_id=392
393,การประเมินผลสัมฤทธิ์ของพระราชบัญญัติกำหนดอัตราค่าธรรมเนียมอำเภอ พ.ศ. 2503,ประเมินผลสัมฤทธิ์,กรมการปกครอง,173,20,2021-10-11,2021-11-10,31,1,2021,0,63,2,1,1,"1. ประชาชนทั่วไป ,2. เจ้าหน้าที่ผู้ปฏิบัติงานในสังกัดกรมการปกครอง กรมที่ดิน กรมบังคับคดี สำนักงานตำรวจแห่งชาติ ฯลฯ",,C,"2,3",https://law.go.th/listeningDetail?survey_id=393
394,"แก้ไขเพิ่มเติมบทนิยามคำว่า ""ความผิดมูลฐาน""  ตามกฎหมายว่าด้วยการป้องกัน และปราบปรามการฟอกเงิน",ร่างกฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-09-23,2021-10-07,16,1,2021,0,416,0,0,0,,,O,,https://law.go.th/listeningDetail?survey_id=394
398,เพื่อทราบรายงานการประเมินผลสัมฤทธิ์ (ประกาศกรมการขนส่งทางบก เรื่อง ตัวอักษร ภาพ หรือเครื่องหมายที่ตัวถังรถที่ใช้ในการขนส่งผู้โดยสารและรถที่ใช้ในการขนส่งสัตว์หรือสิ่งของ พ.ศ. ๒๕๕๕ ลงวันที่ ๑๐ กุมภาพันธ์ ๒๕๕๕),ประเมินผลสัมฤทธิ์,กรมการขนส่งทางบก,103,21,2021-09-30,2021-10-30,31,1,2021,0,351,0,1,0,,,O,4,https://law.go.th/listeningDetail?survey_id=398
403,รับฟังความคิดเห็นต่อร่างพระราชบัญญัติการท่าเรือแห่งประเทศไทย (ฉบับที่ ..) พ.ศ. ....,ร่างกฎหมาย,สำนักงานคณะกรรมการกฤษฎีกา,403,7,2021-09-28,2021-12-27,92,1,2021,5,524,1,2,0,,,O,4,https://law.go.th/listeningDetail?survey_id=403
406,การรับฟังความคิดเห็นเกี่ยวกับพระราชบัญญัติคำสั่งเรียกของคณะกรรมาธิการของสภาผู้แทนราษฎรและวุฒิสภา พ.ศ. 2554,ประเมินผลสัมฤทธิ์,สำนักงานเลขาธิการสภาผู้แทนราษฎร,808,23,2021-10-06,2021-10-25,20,1,2021,7,265,1,0,1,"เจ้าหน้าที่หรือหน่วยงานภาครัฐ,บุคคลหรือหน่วยงานภาคเอกชนหรือภาคประชาสังคม,ประชาชนทั่วไป ","รัฐสภา,คณะกรรมาธืการ,กรรมาธิการ,คำสั่งเรียก,อำนาจของคณะกรรมาธิการ,พิจารณาสอบหาข้อเท็จจริง,อำนาจเรียก,สภาผู้แทนราษฎร,วุฒิสภา",C,"3,41,17",https://law.go.th/listeningDetail?survey_id=406
413,รับฟังความคิดเห็นต่อหลักการ ครั้งที่ 1,หลักการ,การกีฬาแห่งประเทศไทย,282,24,2021-10-13,2021-10-27,15,1,2021,1,256,3,0,0,,,D,24,https://law.go.th/listeningDetail?survey_id=413
415,การรับฟังความคิดเห็นเพื่อประกอบการประเมินผลสัมฤทธิ์ของพระราชบัญญัติคำนำหน้านามหญิง พ.ศ. 2551 (สำหรับเจ้าหน้าที่ของรัฐ/หน่วยงานของรัฐ),ประเมินผลสัมฤทธิ์,กรมการปกครอง,173,20,2021-11-18,2021-12-12,25,1,2021,89,881,1,1,0,,,P,"7,9",https://law.go.th/listeningDetail?survey_id=415
421,รับฟังความคิดเห็นร่างพระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร (ฉบับที่ ..) พ.ศ. .... (การพิจารณาพิพากษาคดีอาญาตามกฎหมายเกี่ยวกับภาษีอากร),ร่างกฎหมาย,สำนักงานศาลยุติธรรม,274,23,2021-10-14,2021-10-28,15,1,2021,12,902,1,3,0,,,P,"27,22",https://law.go.th/listeningDetail?survey_id=421
422,ร่างพระราชกฤษฎีกาจัดตั้งสำนักงานเร่งรัดการวิจัยและนวัตกรรมเพื่อเพิ่มความสามารถการแข่งขันและการพัฒนาพื้นที่ (องค์การมหาชน) พ.ศ. ....,ร่างกฎหมาย,สำนักงานสภานโยบายการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรมแห่งชาติ,811,12,2021-10-18,2021-11-02,16,1,2021,3,312,1,1,0,,,O,26,https://law.go.th/listeningDetail?survey_id=422
424,รับฟังความคิดเห็น ร่างพระราชบัญญัติการเภสัชกรรมแห่งประเทศไทย พ.ศ. .....,ร่างกฎหมาย,องค์การเภสัชกรรม,118,19,2021-10-20,2021-11-18,30,1,2021,11,881,1,0,0,,,D,5,https://law.go.th/listeningDetail?survey_id=424
425,การรับฟังความคิดเห็นเพื่อประกอบการประเมินผลสัมฤทธิ์ของพระราชบัญญัติคุ้มครองความลับในราชการ พุทธศักราช 2483 (สำหรับหน่วยงานของรัฐ/เจ้าหน้าที่ของรัฐ),ประเมินผลสัมฤทธิ์,กรมการปกครอง,173,20,2021-11-16,2021-12-08,24,1,2021,22,513,1,2,1,ประชาชนผู้ใดก็ตาม หากไม่มีอำนาจโดยชอบด้วยกฎหมาย กล่าวคือ มิได้รับอนุญาตจากรัฐมนตรีว่าการกระทรวงมหาดไทยหรือบุคคลที่รัฐมนตรีว่าการกระทรวงมหาดไทยมอบหมาย จะกระทำการคัดลอก เขียน จำลอง หรือถ่ายภาพที่สงวนตามพระราชบัญญัตินี้ไม่ได้ หากฝ่าฝืนมีความผิดตามมาตรา 4 และความผิดอื่น ๆ ตามประมวลกฎหมายอาญา (มาตรา 5),,P,8,https://law.go.th/listeningDetail?survey_id=425
427,แบบรับฟังความคิดเห็นเกี่ยวกับกฎหมาย พระราชบัญญัติส่งเสริมและพัฒนาระบบเกษตรพันธสัญญา พ.ศ. ๒๕๖๐,หลักการ,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,232,18,2021-10-27,2021-11-25,30,1,2021,5,316,1,0,0,,,P,38,https://law.go.th/listeningDetail?survey_id=427
428,แบบรับฟังความคิเห็นร่างพระราชบัญญัติคุมประพฤติ (ฉบับที่..) พ.ศ. ....,ร่างกฎหมาย,กรมคุมประพฤติ,241,6,2021-10-26,2021-11-25,32,1,2021,52,481,2,0,0,,,D,27,https://law.go.th/listeningDetail?survey_id=428
431,แบบรับฟังความคิดเห็นร่างพระราชบัญญัติข้อมูลผู้ได้รับผลประโยชน์ที่แท้จริง พ.ศ. ....,ร่างกฎหมาย,สำนักงานป้องกันและปราบปรามการฟอกเงิน,810,23,2021-10-26,2021-11-24,31,1,2021,23,19422,1,5,0,,,O,"19,20",https://law.go.th/listeningDetail?survey_id=431
432,ร่างกฎกระทรวงกำหนดเขตท่าเรือคลองใหญ่  และเขตจอดเรือคลองใหญ่ จังหวัดตราด พ.ศ. ....,ร่างกฎหมาย,กรมเจ้าท่า,26,21,2021-10-26,2021-11-26,32,1,2021,2,177,1,0,0,,,D,4,https://law.go.th/listeningDetail?survey_id=432
433,ร่างกฎกระทรวงกำหนดอัตราค่าเดินทางและค่าธรรมเนียมสำหรับการเดินทางไปตรวจเรือนอกสถานที่ราชการ พ.ศ. ....,ร่างกฎหมาย,กรมเจ้าท่า,26,21,2021-11-01,2021-11-30,31,1,2021,8,284,1,0,0,,,O,4,https://law.go.th/listeningDetail?survey_id=433
434,การรับฟังความคิดเห็นประเด็นร่างพระราชบัญญัติการอำนวยความสะดวกในการพิจารณาอนุญาตของทางราชการ พ.ศ. 2558 ฉบับแก้ไข,หลักการ,สำนักงานคณะกรรมการพัฒนาระบบราชการ,422,7,2021-11-03,2021-11-29,27,1,2021,73,3462,1,0,0,,"อำนวยความสะดวก,คู่มือสำหรับประชาชน,อนุมัติ,อนุญาต,บริการภาครัฐ,ติดต่อราชการ,ศูนย์บริการร่วม,ศูนย์รับคำขอ",P,20,https://law.go.th/listeningDetail?survey_id=434
435,ร่างพระราชบัญญัติการวิจัยในมนุษย์ พ.ศ. ....,ร่างกฎหมาย,สำนักงานการวิจัยแห่งชาติ,331,12,2021-11-07,2021-11-29,23,1,2021,8,420,1,0,0,,,D,26,https://law.go.th/listeningDetail?survey_id=435
436,การรับฟังความคิดเห็นต่อร่างหลักการในการปรับปรุงกฎหมายว่าด้วยธุรกรรมทางอิเล็กทรอนิกส์,หลักการ,สำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์,434,11,2021-11-03,2021-11-18,16,1,2021,0,133,1,0,0,,,C,"20,26,43",https://law.go.th/listeningDetail?survey_id=436
441,เอกสารรับฟังความคิดเห็นประกอบการพิจารณาแก้ไขเพิ่มเติมกฎหมายว่าด้วยบริษัทบริหารสินทรัพย์,หลักการ,ธนาคารแห่งประเทศไทย,418,4,2021-11-21,2021-12-20,30,1,2021,4,366,1,2,0,,,O,2,https://law.go.th/listeningDetail?survey_id=441
444,การรับฟังความคิดเห็น พระราชบัญญัติว่าด้วยการเข้าชื่อเสนอข้อบัญญัติท้องถิ่น พ.ศ. 2542,ประเมินผลสัมฤทธิ์,กรมส่งเสริมการปกครองท้องถิ่น,464,20,2021-11-17,2021-11-30,15,1,2021,156,2838,1,1,0,,,P,3,https://law.go.th/listeningDetail?survey_id=444
445,การประเมินผลสัมฤทธิ์พระราชบัญญัติกองทุนสำรองเลี้ยงชีพ พ.ศ. 2530,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,236,23,2021-11-25,2022-01-24,61,1,2022,0,318,2,1,0,"นายจ้าง,ลูกจ้าง,คณะกรรมการกองทุนสำรองเลี้ยงชีพ,บริษัทจัดการลงทุน","กองทุนสำรองเลี้ยงชีพ ,PVD",P,2,https://law.go.th/listeningDetail?survey_id=445
446,การรับฟังความคิดเห็นเพื่อแก้ไขเพิ่มเติมพระราชบัญญัติกองทุนสำรองเลี้ยงชีพ พ.ศ. 2530,หลักการ,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,236,23,2021-11-25,2022-01-24,61,1,2022,0,234,2,1,0,"นายจ้าง,ลูกจ้าง,คณะกรรมการกองทุนสำรองเลี้ยงชีพ,บริษัทจัดการลงทุน","กองทุนสำรองเลี้ยงชีพ ,PVD",P,2,https://law.go.th/listeningDetail?survey_id=446
449,การรับฟังหลักการของ พ.ร.บ.ว่าด้วยสิทธิการประมงในเขตต์การประมงไทย พุทธศักราช 2482,หลักการ,กรมประมง,445,18,2021-11-18,2021-12-12,25,1,2021,32,1382,14,0,0,,"ประชาชน,กฎหมาย",P,13,https://law.go.th/listeningDetail?survey_id=449
